Picture_ID,Gender,Race,Ground_Truth_Emotion,qwen_original_predicted,phi_original_predicted,idefics_original_predicted,Qwen_Context_Dependent,Phi_Context_Dependent,Idefics_Context_Dependent,qwen_original_joy,qwen_original_sadness,qwen_original_anger,qwen_original_fear,qwen_original_disgust,qwen_original_surprise,qwen_black_joy,qwen_black_sadness,qwen_black_anger,qwen_black_fear,qwen_black_disgust,qwen_black_surprise,phi_original_joy,phi_original_sadness,phi_original_anger,phi_original_fear,phi_original_disgust,phi_original_surprise,phi_black_joy,phi_black_sadness,phi_black_anger,phi_black_fear,phi_black_disgust,phi_black_surprise,idefics_original_joy,idefics_original_sadness,idefics_original_anger,idefics_original_fear,idefics_original_disgust,idefics_original_surprise,idefics_black_joy,idefics_black_sadness,idefics_black_anger,idefics_black_fear,idefics_black_disgust,idefics_black_surprise,qwen_original_confidence,qwen_black_confidence,phi_original_confidence,phi_black_confidence,idefics_original_confidence,idefics_black_confidence,Qwen_Context_Shift,Phi_Context_Shift,Idefics_Context_Shift,Qwen_Accuracy,Phi_Accuracy,Idefics_Accuracy,MME_Score,qwen_black_predicted,phi_black_predicted,idefics_black_predicted
IMG_2857,Male,Latino,fear,anger,surprise,surprise,No,No,No,1,4,85,4,1,5,3,4,76,2,10,5,1,4,4,1,2,88,1,3,7,4,2,83,1,8,0,0,20,71,13,1,8,4,1,73,85,76,88,83,71,73,0,0,0,0,0,0,0,anger,surprise,surprise
IMG_2858,Female,Latino,surprise,joy,joy,disgust,No,No,No,86,3,0,1,3,7,74,4,3,6,9,4,64,1,10,3,2,20,89,2,2,1,3,3,4,1,1,12,80,2,3,4,6,7,62,18,86,74,64,89,80,62,0,0,0,0,0,0,0,joy,joy,disgust
IMG_2859,Male,East Asian,fear,anger,anger,joy,No,No,No,9,5,70,4,3,9,1,23,69,4,2,1,2,3,94,0,1,0,0,2,87,4,2,5,69,17,3,3,5,3,68,1,10,9,1,11,70,69,94,87,69,68,0,0,0,0,0,0,0,anger,anger,joy
IMG_2860,Male,East Asian,disgust,surprise,sadness,joy,No,Yes,No,3,2,2,2,3,88,2,7,1,3,5,82,5,77,0,4,6,8,70,1,5,12,10,2,81,7,2,5,5,0,87,6,2,2,1,2,88,82,77,70,81,87,0,1,0,0,0,0,0,surprise,joy,joy
IMG_2861,Female,East Asian,joy,joy,joy,joy,No,No,No,81,8,2,4,4,1,94,1,1,1,2,1,95,2,0,1,1,1,87,3,1,3,2,4,86,3,8,0,2,1,85,5,5,0,4,1,81,94,95,87,86,85,0,0,0,1,1,1,1,joy,joy,joy
IMG_2862,Female,Latino,joy,joy,joy,joy,No,No,Yes,100,0,0,0,0,0,90,1,1,5,2,1,83,4,3,4,5,1,91,1,5,2,0,1,82,2,8,1,5,2,3,7,1,6,7,76,100,90,83,91,82,76,0,0,1,1,1,1,1,joy,joy,surprise
IMG_2863,Female,Black American,disgust,anger,anger,disgust,No,No,Yes,0,8,63,9,4,16,7,5,87,0,0,1,3,12,80,1,3,1,6,4,73,1,3,13,1,2,4,0,92,1,3,81,3,5,7,1,63,87,80,73,92,81,0,0,1,0,0,1,0,anger,anger,sadness
IMG_2864,Female,Black American,fear,anger,surprise,sadness,No,Yes,Yes,8,2,72,10,6,2,1,1,87,6,1,4,1,1,2,2,1,93,68,13,3,9,2,5,1,76,9,4,4,6,-1,14,6,2,14,65,72,87,93,68,76,65,0,1,1,0,0,0,0,anger,joy,surprise
IMG_2865,Female,South Asian,sadness,sadness,sadness,sadness,No,No,Yes,1,95,0,2,1,1,7,90,0,2,0,1,3,80,2,10,5,0,5,76,2,2,14,1,2,93,3,0,1,1,8,7,8,14,60,3,95,90,80,76,93,60,0,0,1,1,1,1,1,sadness,sadness,disgust
IMG_2866,Female,Latino,disgust,sadness,disgust,sadness,No,No,No,3,92,0,1,1,3,2,60,9,14,0,15,3,0,4,9,82,2,0,0,1,9,84,6,3,92,2,1,1,1,8,80,9,0,3,0,92,60,82,84,92,80,0,0,0,0,1,0,0,sadness,disgust,sadness
IMG_2867,Male,Caucasian White,joy,joy,joy,joy,No,Yes,Yes,91,1,3,3,1,1,93,1,1,1,2,2,85,3,1,2,5,4,9,62,14,2,9,4,96,1,1,0,2,0,4,6,9,2,2,77,91,93,85,62,96,77,0,1,1,1,1,1,1,joy,sadness,surprise
IMG_2868,Male,South Asian,joy,joy,joy,joy,No,No,No,90,1,3,0,1,5,88,1,5,2,2,2,94,4,1,0,0,1,82,10,2,4,0,2,91,2,5,0,1,1,83,3,7,0,2,5,90,88,94,82,91,83,0,0,0,1,1,1,1,joy,joy,joy
IMG_2869,Female,Black American,joy,joy,joy,joy,No,Yes,Yes,96,1,0,0,1,2,90,1,2,2,4,1,98,1,0,0,1,0,1,1,1,94,2,1,76,3,10,5,2,4,8,1,0,1,9,81,96,90,98,94,76,81,0,1,1,1,1,1,1,joy,fear,surprise
IMG_2870,Female,Caucasian White,disgust,fear,disgust,anger,No,No,Yes,1,1,1,93,1,3,9,4,6,67,10,4,6,2,1,1,90,0,0,0,0,0,100,0,2,1,63,3,14,17,3,4,0,5,83,5,93,67,90,100,63,83,0,0,1,0,1,0,0,fear,disgust,disgust
IMG_2871,Male,East Asian,fear,joy,disgust,anger,Yes,No,No,60,11,25,1,1,2,3,72,9,8,5,3,3,2,0,4,86,5,0,28,4,2,65,1,10,1,76,4,8,1,7,4,85,3,0,1,60,72,86,65,76,85,1,0,0,0,0,0,0,sadness,disgust,anger
IMG_2872,Male,East Asian,disgust,joy,fear,sadness,No,No,No,66,6,14,3,2,9,84,0,5,1,7,3,0,6,7,62,3,22,1,9,5,85,0,0,0,90,0,4,5,1,10,82,3,1,2,2,66,84,62,85,90,82,0,0,0,0,0,0,0,joy,fear,sadness
IMG_2873,Female,Black American,sadness,sadness,sadness,sadness,No,No,Yes,1,93,2,0,1,3,13,77,1,3,3,3,2,89,2,1,1,5,2,81,2,5,6,4,3,90,1,0,4,2,3,2,6,78,6,5,93,77,89,81,90,78,0,0,1,1,1,1,1,sadness,sadness,fear
IMG_2874,Male,Caucasian White,fear,anger,anger,disgust,No,No,No,5,2,67,12,1,13,5,4,65,19,1,6,16,2,73,0,6,3,7,0,79,1,4,9,0,7,14,1,75,3,22,2,0,1,64,11,67,65,73,79,75,64,0,0,0,0,0,0,0,anger,anger,disgust
IMG_2875,Female,Black American,joy,joy,joy,joy,No,No,Yes,76,1,4,7,8,4,78,5,2,3,7,5,85,3,6,0,2,4,94,1,3,1,0,1,81,0,9,4,5,1,9,4,6,8,62,11,76,78,85,94,81,62,0,0,1,1,1,1,1,joy,joy,disgust
IMG_2876,Female,East Asian,anger,joy,joy,anger,No,No,No,74,13,0,2,0,11,79,1,1,0,2,17,79,2,7,5,7,0,74,1,4,4,6,11,0,5,81,1,12,1,3,0,96,0,0,1,74,79,79,74,81,96,0,0,0,0,0,1,0,joy,joy,anger
IMG_2877,Female,Caucasian White,anger,anger,anger,anger,No,Yes,No,0,1,89,6,2,2,4,2,89,2,3,0,0,0,100,0,0,0,4,1,2,7,86,0,2,2,89,1,3,3,1,0,98,0,0,1,89,89,100,86,89,98,0,1,0,1,1,1,1,anger,disgust,anger
IMG_2878,Female,Caucasian White,fear,sadness,sadness,joy,No,No,No,3,78,4,10,1,4,1,94,1,1,1,2,17,66,3,10,2,2,3,75,12,6,3,1,78,5,5,7,4,1,65,9,2,7,2,15,78,94,66,75,78,65,0,0,0,0,0,0,0,sadness,sadness,joy
IMG_2879,Female,Black American,disgust,fear,sadness,disgust,No,No,No,0,13,1,63,21,2,2,2,0,83,3,10,2,84,9,4,1,0,2,73,8,5,8,4,3,0,0,5,89,3,0,0,0,1,98,1,63,83,84,73,89,98,0,0,0,0,0,1,0,fear,sadness,disgust
IMG_2880,Female,East Asian,surprise,anger,fear,sadness,No,No,Yes,3,5,79,3,3,7,5,4,74,7,4,6,0,1,1,92,5,1,4,0,0,93,1,2,7,78,1,7,6,1,2,2,92,0,1,3,79,74,92,93,78,92,0,0,1,0,0,0,0,anger,fear,anger
IMG_2881,Female,South Asian,fear,surprise,sadness,sadness,No,No,No,6,2,6,1,2,83,1,1,1,5,1,91,16,63,1,8,5,7,0,93,4,0,2,1,4,64,4,18,8,2,1,76,2,15,4,2,83,91,63,93,64,76,0,0,0,0,0,0,0,surprise,sadness,sadness
IMG_2882,Female,Latino,joy,joy,joy,joy,No,No,Yes,97,1,1,1,0,0,86,1,3,6,1,3,85,6,0,1,7,1,98,0,1,0,0,1,75,6,3,9,6,1,5,82,4,0,8,1,97,86,85,98,75,82,0,0,1,1,1,1,1,joy,joy,sadness
IMG_2883,Female,East Asian,anger,anger,sadness,anger,No,No,No,0,1,91,5,2,1,10,4,77,6,1,2,1,68,1,11,7,12,5,60,7,1,10,17,1,0,91,5,1,2,2,0,95,0,0,3,91,77,68,60,91,95,0,0,0,1,0,1,1,anger,sadness,anger
IMG_2884,Male,Latino,surprise,sadness,fear,disgust,No,No,No,8,75,7,3,5,2,4,89,5,0,2,0,6,0,0,81,6,7,9,5,7,73,0,6,10,10,3,1,70,6,3,1,1,7,87,1,75,89,81,73,70,87,0,0,0,0,0,0,0,sadness,fear,disgust
IMG_2885,Female,Caucasian White,fear,sadness,surprise,surprise,No,No,Yes,11,66,9,6,3,5,2,78,1,14,2,3,5,1,9,5,14,66,1,5,12,1,19,62,5,7,8,5,9,66,8,2,83,4,1,2,66,78,66,62,66,83,0,0,1,0,0,0,0,sadness,surprise,anger
IMG_2886,Female,East Asian,disgust,sadness,anger,surprise,No,No,No,13,61,6,4,1,15,3,79,7,1,6,4,1,2,87,5,0,5,4,9,84,1,1,1,0,7,2,13,6,72,1,3,1,7,0,88,61,79,87,84,72,88,0,0,0,0,0,0,0,sadness,anger,surprise
IMG_2887,Male,South Asian,surprise,fear,anger,anger,No,No,Yes,1,3,5,75,2,14,2,4,3,81,5,5,7,2,76,7,1,7,2,23,60,3,1,11,10,2,69,1,7,11,81,2,1,2,10,4,75,81,76,60,69,81,0,0,1,0,0,0,0,fear,anger,joy
IMG_2888,Male,East Asian,fear,disgust,joy,sadness,No,Yes,No,1,4,0,1,94,0,1,2,3,1,90,3,84,4,4,1,1,6,13,12,0,1,67,7,5,63,4,7,10,11,1,71,9,4,3,12,94,90,84,67,63,71,0,1,0,0,0,0,0,disgust,disgust,sadness
IMG_2889,Female,Latino,joy,joy,joy,joy,No,Yes,No,90,2,2,2,2,2,90,2,2,2,2,2,100,0,0,0,0,0,4,1,1,82,3,9,77,8,4,7,0,4,92,1,0,1,4,2,90,90,100,82,77,92,0,1,0,1,1,1,1,joy,fear,joy
IMG_2890,Female,Latino,sadness,sadness,sadness,sadness,No,No,Yes,1,95,2,2,0,0,12,86,1,0,1,0,0,85,3,7,2,3,9,77,3,4,0,7,3,92,1,2,1,1,5,5,4,4,17,65,95,86,85,77,92,65,0,0,1,1,1,1,1,sadness,sadness,surprise
IMG_2891,Female,East Asian,surprise,joy,sadness,sadness,No,No,Yes,88,11,0,0,0,1,68,4,1,13,6,8,1,69,5,10,13,2,14,72,2,3,0,9,18,80,1,1,0,0,4,0,5,85,5,1,88,68,69,72,80,85,0,0,1,0,0,0,0,joy,sadness,fear
IMG_2892,Male,South Asian,fear,disgust,sadness,surprise,No,No,No,1,1,1,2,94,1,1,4,14,1,74,6,2,83,0,6,2,7,6,68,7,7,5,7,5,7,0,3,13,72,6,3,1,0,0,90,94,74,83,68,72,90,0,0,0,0,0,0,0,disgust,sadness,surprise
IMG_2893,Male,East Asian,fear,anger,sadness,surprise,No,Yes,Yes,12,4,82,1,0,1,9,3,69,3,0,16,5,91,0,2,1,1,1,1,3,89,2,4,0,3,10,3,5,79,2,84,1,5,4,4,82,69,91,89,79,84,0,1,1,0,0,0,0,anger,fear,sadness
IMG_2894,Female,Black American,sadness,sadness,sadness,sadness,No,No,No,5,79,9,4,1,2,9,81,2,1,1,6,3,83,4,3,7,0,0,97,0,1,1,1,3,87,1,1,4,4,5,76,6,2,5,6,79,81,83,97,87,76,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_2895,Male,East Asian,anger,anger,fear,disgust,No,Yes,No,1,0,99,0,0,0,2,1,93,2,1,1,16,1,4,62,7,10,0,6,0,17,7,70,0,5,2,1,90,2,10,0,3,20,61,6,99,93,62,70,90,61,0,1,0,1,0,0,1,anger,surprise,disgust
IMG_2896,Female,Black American,fear,surprise,sadness,joy,No,No,Yes,6,10,2,14,2,66,12,0,2,4,6,76,9,70,1,0,6,14,7,66,11,5,10,1,89,1,7,2,1,0,3,1,3,2,0,91,66,76,70,66,89,91,0,0,1,0,0,0,0,surprise,sadness,surprise
IMG_2897,Male,South Asian,fear,anger,sadness,surprise,Yes,No,Yes,0,2,94,1,2,1,87,1,6,0,2,4,13,75,6,2,1,3,1,61,1,24,0,13,2,0,3,2,6,87,3,6,80,10,0,1,94,87,75,61,87,80,1,0,1,0,0,0,0,joy,sadness,anger
IMG_2898,Male,South Asian,sadness,sadness,sadness,sadness,No,No,Yes,1,90,2,0,5,2,7,75,2,6,9,1,1,84,2,2,2,9,2,91,5,0,2,0,1,97,0,1,1,0,9,2,5,0,82,2,90,75,84,91,97,82,0,0,1,1,1,1,1,sadness,sadness,disgust
IMG_2899,Female,Caucasian White,sadness,sadness,sadness,sadness,Yes,Yes,No,7,78,7,5,3,0,16,1,1,2,80,0,1,85,9,1,2,2,4,1,2,2,17,74,1,83,4,5,4,3,2,86,6,2,1,3,78,80,85,74,83,86,1,1,0,1,1,1,1,disgust,surprise,sadness
IMG_2900,Female,East Asian,surprise,fear,disgust,disgust,No,No,Yes,8,3,3,81,2,3,4,0,1,87,5,3,1,1,3,15,71,9,1,3,7,9,75,5,4,2,2,22,65,5,5,4,62,0,16,13,81,87,71,75,65,62,0,0,1,0,0,0,0,fear,disgust,anger
IMG_2901,Male,South Asian,surprise,joy,sadness,sadness,No,No,No,90,1,1,7,0,1,67,11,8,4,9,1,2,91,4,0,0,3,2,80,4,4,7,3,1,89,2,3,1,4,2,61,6,1,24,6,90,67,91,80,89,61,0,0,0,0,0,0,0,joy,sadness,sadness
IMG_2902,Male,Black American,fear,anger,disgust,joy,No,No,Yes,6,0,77,1,13,3,4,5,78,8,2,3,6,7,8,4,72,3,3,11,6,8,62,10,64,18,3,9,4,2,8,0,84,1,0,7,77,78,72,62,64,84,0,0,1,0,0,0,0,anger,disgust,anger
IMG_2903,Female,South Asian,joy,joy,joy,joy,No,No,No,85,3,9,2,1,0,76,6,5,4,9,0,88,2,4,2,1,3,76,5,7,11,0,1,100,0,0,0,0,0,80,6,7,5,1,1,85,76,88,76,100,80,0,0,0,1,1,1,1,joy,joy,joy
IMG_2904,Female,Latino,disgust,fear,fear,joy,No,No,No,6,3,6,72,3,10,1,2,0,89,4,4,3,4,9,76,6,2,1,6,0,91,1,1,63,2,7,18,7,3,65,18,4,2,11,0,72,89,76,91,63,65,0,0,0,0,0,0,0,fear,fear,joy
IMG_2905,Male,South Asian,disgust,sadness,anger,sadness,No,No,No,6,75,10,4,1,4,1,78,12,3,3,3,3,0,93,3,1,0,0,5,91,0,2,2,2,84,5,4,5,0,6,68,3,8,0,15,75,78,93,91,84,68,0,0,0,0,0,0,0,sadness,anger,sadness
IMG_2906,Female,Black American,anger,anger,anger,anger,No,No,No,2,6,77,3,12,0,3,3,75,8,11,0,4,1,82,2,1,10,1,0,88,7,3,1,1,2,90,5,2,0,6,4,86,1,0,3,77,75,82,88,90,86,0,0,0,1,1,1,1,anger,anger,anger
IMG_2907,Male,Caucasian White,anger,anger,sadness,anger,No,No,Yes,1,5,91,3,0,0,0,1,91,0,4,4,0,78,3,16,2,1,1,87,6,2,3,1,1,1,96,0,1,1,8,18,12,0,1,61,91,91,78,87,96,61,0,0,1,1,0,1,1,anger,sadness,surprise
IMG_2908,Male,Latino,disgust,anger,fear,disgust,No,No,Yes,1,4,74,0,6,15,8,8,70,5,6,3,5,0,3,88,0,4,2,0,7,89,2,0,2,0,0,0,98,0,5,17,1,5,4,68,74,70,88,89,98,68,0,0,1,0,0,1,0,anger,fear,surprise
IMG_2909,Female,East Asian,fear,surprise,sadness,fear,No,No,Yes,1,3,1,0,4,91,2,0,0,3,1,94,7,73,4,3,8,5,16,64,5,5,2,8,2,4,1,81,11,1,2,1,0,6,88,3,91,94,73,64,81,88,0,0,1,0,0,1,1,surprise,sadness,disgust
IMG_2910,Female,South Asian,joy,joy,joy,joy,No,No,No,92,1,0,2,4,1,82,1,3,8,1,5,85,0,6,4,2,3,97,1,2,0,0,0,95,3,2,0,0,0,95,4,0,0,1,0,92,82,85,97,95,95,0,0,0,1,1,1,1,joy,joy,joy
IMG_2911,Female,East Asian,surprise,disgust,disgust,sadness,No,No,No,1,2,10,3,83,1,2,3,1,0,94,0,3,1,12,12,67,5,3,15,11,5,64,2,2,94,1,2,0,1,1,71,18,0,9,1,83,94,67,64,94,71,0,0,0,0,0,0,0,disgust,disgust,sadness
IMG_2912,Female,Black American,surprise,surprise,disgust,joy,Yes,No,No,3,2,4,5,8,78,0,6,14,1,65,14,6,3,4,3,73,11,1,11,8,3,72,5,88,3,2,2,4,1,67,11,10,5,6,1,78,65,73,72,88,67,1,0,0,1,0,0,0,disgust,disgust,joy
IMG_2913,Male,Latino,joy,joy,joy,joy,No,No,Yes,95,1,1,0,1,2,81,4,4,0,6,5,100,0,0,0,0,0,98,0,0,0,1,1,81,4,0,7,5,3,2,5,1,1,1,90,95,81,100,98,81,90,0,0,1,1,1,1,1,joy,joy,surprise
IMG_2914,Male,South Asian,joy,joy,joy,joy,No,No,No,84,12,1,0,0,3,80,2,1,4,12,1,78,1,5,4,5,7,94,1,2,1,1,1,95,1,1,0,2,1,78,12,2,0,2,6,84,80,78,94,95,78,0,0,0,1,1,1,1,joy,joy,joy
IMG_2915,Female,East Asian,anger,anger,surprise,anger,No,Yes,Yes,4,0,84,3,4,5,1,2,84,8,3,2,17,0,10,4,1,68,94,0,0,2,4,0,1,4,92,1,1,1,1,1,0,3,1,94,84,84,68,94,92,94,0,1,1,1,0,1,1,anger,joy,surprise
IMG_2916,Female,Caucasian White,anger,fear,anger,anger,Yes,Yes,No,17,0,2,67,14,0,6,6,75,6,6,1,1,5,83,0,0,11,2,10,6,11,62,9,0,1,94,1,2,2,1,1,95,1,1,1,67,75,83,62,94,95,1,1,0,0,1,1,1,anger,disgust,anger
IMG_2917,Female,East Asian,fear,sadness,joy,sadness,No,Yes,No,0,81,4,2,12,1,7,84,3,3,0,3,71,5,3,9,12,0,0,7,6,76,6,5,1,81,2,10,5,1,2,64,1,4,19,10,81,84,71,76,81,64,0,1,0,0,0,0,0,sadness,fear,sadness
IMG_2918,Male,Caucasian White,joy,joy,joy,joy,No,Yes,Yes,83,1,2,0,4,10,87,2,1,8,1,1,84,5,5,3,1,2,6,3,7,3,7,74,94,1,0,3,1,1,17,4,66,4,2,7,83,87,84,74,94,66,0,1,1,1,1,1,1,joy,surprise,anger
IMG_2919,Male,Caucasian White,joy,joy,joy,joy,No,No,Yes,77,2,4,3,8,6,84,3,2,1,3,7,95,1,0,1,2,1,82,1,7,3,6,1,85,5,3,1,5,1,10,67,12,3,6,2,77,84,95,82,85,67,0,0,1,1,1,1,1,joy,joy,sadness
IMG_2920,Female,Latino,fear,sadness,anger,joy,No,No,No,3,60,1,13,6,17,1,94,2,0,2,1,15,5,61,1,2,16,0,3,72,15,8,2,76,6,1,4,3,10,84,10,1,1,3,1,60,94,61,72,76,84,0,0,0,0,0,0,0,sadness,anger,joy
IMG_2921,Female,Caucasian White,joy,joy,joy,joy,Yes,Yes,No,96,1,2,1,0,0,2,3,0,8,1,86,83,1,5,1,5,5,8,1,67,14,8,2,91,3,3,1,0,2,82,7,2,3,3,3,96,86,83,67,91,82,1,1,0,1,1,1,1,surprise,anger,joy
IMG_2922,Male,Black American,anger,joy,anger,sadness,No,No,Yes,69,8,6,10,7,0,82,3,4,8,1,2,2,0,97,1,0,0,3,2,81,1,2,11,17,63,0,17,2,1,1,0,95,3,0,1,69,82,97,81,63,95,0,0,1,0,1,0,0,joy,anger,anger
IMG_2923,Female,Latino,fear,joy,sadness,anger,No,No,No,74,1,4,2,2,17,74,1,8,7,7,3,3,84,10,0,2,1,6,81,1,7,4,1,1,7,73,8,6,5,2,1,84,2,3,8,74,74,84,81,73,84,0,0,0,0,0,0,0,joy,sadness,anger
IMG_2924,Male,South Asian,surprise,joy,fear,anger,No,No,No,87,5,0,3,4,1,88,2,4,1,2,3,3,4,21,70,1,1,0,2,0,91,1,6,1,5,86,6,1,1,4,11,83,1,0,1,87,88,70,91,86,83,0,0,0,0,0,0,0,joy,fear,anger
IMG_2925,Female,Latino,anger,anger,sadness,anger,No,Yes,Yes,6,2,79,3,7,3,1,0,97,2,0,0,1,74,2,17,5,1,10,7,1,1,0,81,5,2,83,2,6,2,13,1,18,4,62,2,79,97,74,81,83,62,0,1,1,1,0,1,1,anger,surprise,disgust
IMG_2926,Female,Caucasian White,surprise,sadness,joy,joy,No,No,Yes,13,62,13,6,6,0,3,85,0,1,2,9,64,0,13,6,4,13,78,1,1,2,13,5,63,7,18,0,11,1,11,8,72,3,1,5,62,85,64,78,63,72,0,0,1,0,0,0,0,sadness,joy,anger
IMG_2927,Female,Black American,fear,surprise,surprise,anger,No,No,No,3,1,2,13,1,80,1,3,3,5,2,86,1,3,2,1,4,89,5,12,7,4,7,65,1,12,65,2,6,14,4,0,73,7,15,1,80,86,89,65,65,73,0,0,0,0,0,0,0,surprise,surprise,anger
IMG_2928,Male,South Asian,sadness,sadness,sadness,sadness,No,No,Yes,1,84,2,2,7,4,-1,94,2,1,3,1,3,80,3,3,9,2,2,90,6,1,0,1,1,99,0,0,0,0,3,3,2,78,8,6,84,94,80,90,99,78,0,0,1,1,1,1,1,sadness,sadness,fear
IMG_2929,Male,East Asian,fear,surprise,disgust,disgust,No,No,Yes,1,4,2,0,2,91,6,5,6,17,4,62,10,15,1,3,66,5,8,0,1,0,90,1,6,3,8,3,66,14,0,0,0,100,0,0,91,62,66,90,66,100,0,0,1,0,0,0,0,surprise,disgust,fear
IMG_2930,Male,South Asian,disgust,disgust,anger,fear,No,No,Yes,2,0,0,0,97,1,6,5,5,7,76,1,1,4,84,7,2,2,0,4,93,1,1,1,7,6,16,65,1,5,2,1,5,5,86,1,97,76,84,93,65,86,0,0,1,1,0,0,0,disgust,anger,disgust
IMG_2931,Female,South Asian,surprise,disgust,sadness,anger,No,No,No,7,2,2,8,78,3,4,9,3,9,72,3,2,92,2,3,0,1,3,60,7,14,6,10,20,12,63,1,2,2,3,1,76,5,10,5,78,72,92,60,63,76,0,0,0,0,0,0,0,disgust,sadness,anger
IMG_2932,Female,Caucasian White,sadness,sadness,sadness,sadness,No,No,No,5,89,2,1,0,3,10,75,3,5,1,6,7,88,2,2,1,0,1,99,0,0,0,0,1,90,2,5,1,1,2,77,8,5,6,2,89,75,88,99,90,77,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_2933,Male,East Asian,disgust,fear,surprise,joy,No,Yes,Yes,5,2,17,65,3,8,5,6,9,76,3,1,1,3,11,9,12,64,0,1,92,4,3,0,67,4,15,5,1,8,11,0,2,80,5,2,65,76,64,92,67,80,0,1,1,0,0,0,0,fear,anger,fear
IMG_2934,Male,East Asian,surprise,disgust,sadness,anger,No,Yes,Yes,1,19,13,2,65,0,2,5,4,0,81,8,11,69,2,6,2,10,5,3,2,86,2,2,2,2,93,2,0,1,2,1,1,87,4,5,65,81,69,86,93,87,0,1,1,0,0,0,0,disgust,fear,fear
IMG_2935,Female,Latino,joy,joy,joy,joy,No,Yes,No,90,2,0,6,2,0,99,1,0,0,0,0,87,2,4,2,1,4,5,3,6,8,73,5,76,4,2,1,1,16,89,2,1,5,1,2,90,99,87,73,76,89,0,1,0,1,1,1,1,joy,disgust,joy
IMG_2936,Male,South Asian,joy,joy,joy,joy,No,No,No,86,3,1,8,0,2,89,2,0,2,6,1,87,5,2,2,1,3,80,9,4,2,5,0,90,1,3,1,4,1,76,1,7,8,8,0,86,89,87,80,90,76,0,0,0,1,1,1,1,joy,joy,joy
IMG_2937,Female,Black American,disgust,surprise,joy,fear,No,No,Yes,0,12,3,5,9,71,2,6,1,8,2,81,87,6,3,1,3,0,71,12,2,14,0,1,2,3,0,94,0,1,1,1,90,0,0,8,71,81,87,71,94,90,0,0,1,0,0,0,0,surprise,joy,anger
IMG_2938,Female,South Asian,disgust,fear,anger,disgust,No,No,No,0,2,6,84,5,3,6,2,7,74,7,4,6,5,88,0,0,1,7,5,71,7,9,1,7,2,6,0,80,5,18,1,1,2,75,3,84,74,88,71,80,75,0,0,0,0,0,1,0,fear,anger,disgust
IMG_2939,Male,East Asian,fear,sadness,fear,joy,No,Yes,No,1,91,1,2,4,1,1,90,2,6,1,0,1,0,1,94,1,3,6,0,3,10,75,6,86,4,1,4,1,4,73,4,5,10,5,3,91,90,94,75,86,73,0,1,0,0,1,0,0,sadness,disgust,joy
IMG_2940,Male,Black American,surprise,anger,fear,surprise,No,No,No,11,4,76,4,5,0,11,4,73,11,1,0,1,0,8,86,5,0,3,1,0,94,1,1,1,0,0,1,0,98,8,6,1,2,4,79,76,73,86,94,98,79,0,0,0,0,0,1,0,anger,fear,surprise
IMG_2941,Female,Black American,surprise,fear,anger,sadness,No,No,Yes,6,4,5,78,3,4,5,0,6,64,7,18,12,3,77,2,0,6,6,2,64,7,10,11,1,79,9,6,3,2,9,18,9,64,0,0,78,64,77,64,79,64,0,0,1,0,0,0,0,fear,anger,fear
IMG_2942,Male,Latino,surprise,sadness,anger,joy,No,No,No,2,83,1,6,1,7,11,72,3,3,8,3,3,7,88,0,1,1,5,2,87,3,2,1,72,6,3,2,10,7,90,4,2,1,2,1,83,72,88,87,72,90,0,0,0,0,0,0,0,sadness,anger,joy
IMG_2943,Female,Black American,fear,sadness,sadness,fear,No,Yes,No,1,83,2,5,1,8,4,82,2,3,2,7,12,75,3,3,2,5,2,2,0,9,1,86,3,0,1,92,2,2,1,2,9,81,6,1,83,82,75,86,92,81,0,1,0,0,0,1,0,sadness,surprise,fear
IMG_2944,Male,Latino,surprise,fear,sadness,fear,No,No,Yes,2,6,4,85,1,2,0,0,1,90,8,1,2,73,4,12,3,6,2,81,4,1,2,10,7,0,6,72,1,14,2,2,1,1,90,4,85,90,73,81,72,90,0,0,1,0,0,0,0,fear,sadness,disgust
IMG_2945,Female,Caucasian White,anger,joy,anger,fear,No,No,No,61,10,22,1,3,3,88,1,7,0,1,3,2,5,76,3,2,12,-1,1,96,1,3,0,14,4,0,72,5,5,15,10,9,61,2,3,61,88,76,96,72,61,0,0,0,0,1,0,0,joy,anger,fear
IMG_2946,Male,East Asian,disgust,sadness,surprise,disgust,No,No,No,4,79,5,2,7,3,5,77,8,1,1,8,8,4,8,4,0,76,3,5,10,12,9,61,0,3,6,3,85,3,4,1,6,1,87,1,79,77,76,61,85,87,0,0,0,0,0,1,1,sadness,surprise,disgust
IMG_2947,Male,Caucasian White,disgust,fear,fear,fear,No,No,Yes,2,4,0,86,1,7,17,1,5,75,2,0,9,10,1,62,5,13,2,11,5,79,2,1,1,1,5,86,1,6,1,1,2,6,5,85,86,75,62,79,86,85,0,0,1,0,0,0,0,fear,fear,surprise
IMG_2948,Male,Latino,anger,sadness,anger,fear,No,No,No,4,67,5,4,6,14,13,81,1,1,3,1,8,3,80,2,0,7,14,3,75,1,2,5,2,1,5,91,0,1,1,5,4,82,5,3,67,81,80,75,91,82,0,0,0,0,1,0,1,sadness,anger,fear
